1,190.80,183.35,182.64,182.97,182.72,182.29,181.97,183.02,182.82,182.92
2,166.00,165.64,166.17,166.43,166.21,166.10,166.31,167.88,165.84,165.00
3,174.26,153.76,154.65,154.78,154.24,168.76,174.27,154.28,153.76,170.76
4,146.35,146.21,146.72,144.77,142.95,148.98,146.06,146.23,145.80,146.84
5,141.10,152.59,141.37,146.11,139.89,139.83,140.83,142.20,145.03,144.90
6,137.58,137.15,136.31,137.71,136.43,135.85,137.87,136.76,138.05,138.12
7,133.81,134.73,134.10,133.74,137.89,134.80,134.27,137.68,133.63,135.01
8,135.44,130.07,130.09,130.98,130.15,131.55,130.61,130.53,130.24,130.49
9,129.00,129.75,130.61,129.57,130.92,130.84,130.35,128.88,128.66,128.97
10,127.10,127.56,127.19,126.36,126.99,128.18,126.48,126.77,126.60,126.65
11,126.30,126.05,126.43,127.32,126.72,125.92,128.19,125.88,127.99,126.85
12,124.53,125.12,124.50,124.51,124.78,125.09,124.94,125.81,124.24,124.53
13,124.50,124.37,124.60,124.63,131.30,124.10,123.91,125.23,130.83,124.06
14,124.79,124.96,130.67,124.31,125.25,124.36,125.26,124.51,124.72,124.98
15,124.67,127.55,125.07,125.04,126.78,124.79,125.41,124.19,124.50,125.38
16,124.62,124.52,124.49,124.12,124.94,124.46,125.25,124.29,125.34,124.33
17,124.73,124.57,124.24,124.73,124.85,125.40,124.14,124.42,124.00,124.44
18,130.82,136.08,125.16,124.52,124.70,133.93,125.15,125.81,127.53,124.61
19,124.99,124.53,125.47,124.06,124.58,124.43,124.09,123.94,124.47,124.34
20,124.49,124.39,124.11,124.87,125.15,124.87,124.65,123.91,124.86,124.37
21,125.75,125.03,125.95,124.92,124.09,123.68,124.80,123.97,124.69,124.58
22,124.27,125.24,124.60,124.43,125.51,132.61,129.48,132.39,124.16,124.36
23,125.52,125.11,125.03,125.05,124.70,125.10,124.76,124.82,125.03,125.53
24,124.51,124.03,124.66,124.26,124.41,124.47,124.54,124.95,124.91,125.61
25,124.30,124.39,124.05,126.42,125.25,124.03,124.55,125.50,124.80,125.94
26,124.54,125.40,124.40,125.23,125.08,124.85,124.37,124.92,124.27,124.94
27,125.26,124.96,124.64,125.20,124.56,125.09,124.56,124.67,124.07,131.68
28,130.68,124.18,124.53,124.23,124.75,124.46,125.09,124.49,124.49,124.14
29,124.16,124.16,124.84,125.64,124.89,125.15,124.07,125.18,124.29,125.24
30,124.33,124.45,134.75,125.44,124.32,124.68,125.74,124.05,124.36,125.17
31,124.26,124.05,124.86,125.94,124.40,124.59,125.29,125.51,124.47,124.72
32,124.40,125.21,125.14,125.52,125.24,124.67,125.08,125.35,124.97,125.09
raw,162.91,163.49,161.27,172.91,162.61,160.72,161.45,161.60,160.15,163.44
