     HA   CA   H   N   C   CB
         
H i HA i 00.000000000 00.000000000 00.000000000 00.000000000 00.000000000 00.000000000
H i C i 00.000000000 00.000000000 00.000000000 00.000000000 00.000000000 00.000000000
H i CB i 00.000000000 00.000000000 00.000000000 00.000000000 00.000000000 00.000000000
C i-1 HA i -0.014684625744156472 -0.06648320593899755 00.000000000 00.000000000 -0.12255893380818839 0.651494177639589
C i-1 C i 0.3922008937423108 -2.0138406936202506 00.000000000 00.000000000 -2.1977223086662083 1.2545970843832297
C i-1 CB i 0.051240259024515226 -1.3131410372407857 00.000000000 00.000000000 1.407049828167199 -0.6899248903847128
O i HA i 0.04055812704087288 -8.393759402777642 00.000000000 00.000000000 -0.6882774510937859 -0.6757324622774267
O i N i 0.049019425906959097 0.03709162185563768 00.000000000 00.000000000 0.6584871145602506 1.224453188735234
O i CB i -0.004378926279923106 0.13584132702923418 00.000000000 00.000000000 0.346189616589418 0.9295233451684166
N i+1 HA i -0.24310492356263155 -7.646594542624645 00.000000000 00.000000000 0.22841106253787732 -0.16793096630642718
N i+1 N i 0.23524165246559608 -1.3938115011235925 00.000000000 00.000000000 0.1318177719549791 -0.13575137448074967
N i+1 CB i -0.11576344158336786 -0.14391098394011262 00.000000000 00.000000000 0.15482459360839357 0.42223717959903195
O i-1 HA i-1 -0.13405470376463138 0.9442850967726311 00.000000000 00.000000000 -0.23324357730625073 -0.3656797664814658
O i-1 N i-1 -0.17268297721046774 -0.04539932672770639 00.000000000 00.000000000 0.1764782697234434 -0.2327639491441532
O i-1 CB i-1 -0.043502469415392764 0.08586831593487015 00.000000000 00.000000000 0.2079256200898866 -0.006400151429419754
N i HA i-1 -0.10505758005224398 2.7932608203081273 00.000000000 00.000000000 0.33927546383539287 -0.7804006487013166
N i N i-1 -0.07674790628225424 0.3703022585663505 00.000000000 00.000000000 0.26754514750955893 0.28460165876308097
N i CB i-1 0.03129455890896102 -0.03971085376955909 00.000000000 00.000000000 -0.1583106634993193 -0.02636106281010777
CG i HA i 0.1263399418095841 -0.4742227849093725 00.000000000 00.000000000 0.0675926487625129 -0.2706020621996617
CG i N i -0.09639622561841166 0.4956554577785924 00.000000000 00.000000000 -0.11828449918544584 0.1788071166678851
CG i C i -0.07478221311776179 0.41739873751345596 00.000000000 00.000000000 -0.02086578546511081 -0.1225263463230241
CG i C i-1 0.02367889552072608 -0.09712233646116217 00.000000000 00.000000000 0.026369173000464683 -0.038740348799948275
CG i N i+1 0.027710340621308633 -0.08229190493523038 00.000000000 00.000000000 0.046273445849800435 -0.0038242221677238404
CG i-1 CA i 0.004647784148607481 -0.0016189605445487928 00.000000000 00.000000000 -0.008413963954688299 0.005222590756594479
CG i+1 CA i 0.0025479388402833447 0.016243162550056197 00.000000000 00.000000000 -0.03566173739724034 0.0019402052607887408
CA i-1 CA i+1 -0.1706739887478169 0.7558874558938806 00.000000000 00.000000000 0.6376266519726571 0.3053246805528153
